timestamp_ms,mid_price,spread_ticks,order_latency_ms,fill_ratio,imbalance,micro_vol,pnl_ticks,err_inc,cause,mu_norm,sg_norm,success_window_ms,recovered_within_target,gateway_primary_latency_ms,gateway_secondary_latency_ms,queue_depth_primary,queue_depth_secondary,active_primary
20400,13298.74,1.24,4.44,0.762,0.013,0.944,-0.636,0,32,0.741,0.786,40,1,6.27,4.6,18.36,9.8,0
20500,13298.95,0.93,4.03,0.626,0.078,1.508,-0.053,1,96,0.672,1.257,99,1,2.0,3.25,19.66,8.41,1
20600,13299.17,1.35,5.51,0.767,0.095,1.036,0.257,0,32,0.918,0.863,122,0,5.99,5.45,21.2,14.39,0
20700,13298.37,1.06,3.57,0.69,-0.075,1.39,-0.209,0,96,0.596,1.158,95,0,3.28,2.5,14.82,9.24,0
20800,13298.06,0.81,4.46,0.97,0.436,0.724,0.032,1,96,0.743,0.603,175,1,4.32,4.5,17.14,12.84,1
20900,13297.84,1.04,4.44,0.629,0.164,1.668,-0.193,1,32,0.74,1.39,161,1,3.17,2.5,15.67,13.79,0
21000,13297.55,1.31,4.02,0.727,-0.139,0.39,-0.299,1,96,0.67,0.325,168,0,3.98,4.19,25.88,3.59,1
21100,13297.84,1.14,3.72,0.685,0.529,0.732,0.237,1,32,0.619,0.61,219,0,3.12,5.93,24.75,13.74,1
21200,13297.77,1.01,5.78,0.872,-0.144,1.52,-0.518,0,64,0.963,1.267,65,1,5.79,4.08,11.12,18.06,0
21300,13297.4,1.12,3.38,0.562,0.229,0.965,-0.08,1,96,0.563,0.804,133,1,2.46,2.5,25.32,1.0,1
21400,13297.3,1.23,2.58,0.79,0.13,0.78,-0.676,0,96,0.43,0.65,90,0,2.0,2.5,29.22,11.75,1
21500,13297.21,1.01,3.25,0.657,0.281,0.836,-0.295,0,96,0.542,0.696,195,1,2.23,2.79,22.2,17.55,1
21600,13297.2,1.18,3.65,0.669,0.26,0.623,0.019,0,32,0.608,0.519,161,0,3.48,6.5,25.63,18.94,1
21700,13297.23,1.15,4.34,0.872,0.169,0.378,-0.26,0,96,0.723,0.315,131,0,3.76,2.5,18.02,4.49,0
21800,13296.76,1.2,3.87,0.652,0.513,0.635,-0.474,1,64,0.645,0.529,198,0,3.76,3.32,21.23,7.55,0
21900,13296.63,1.07,5.89,0.809,0.579,0.987,-0.26,0,32,0.982,0.822,40,1,5.86,8.47,22.51,10.11,1
22000,13296.26,0.88,4.51,0.617,-0.043,0.356,0.173,1,32,0.751,0.296,113,0,2.49,5.15,17.23,10.31,1
22100,13295.92,1.24,2.77,0.622,0.333,1.408,0.406,0,96,0.462,1.174,156,1,2.0,3.93,16.61,8.53,1
22200,13295.04,1.0,4.94,0.591,0.637,1.02,-0.991,0,96,0.823,0.85,120,1,3.4,2.5,25.34,6.97,0
22300,13294.71,1.0,3.18,0.731,-0.111,1.928,-0.104,1,32,0.53,1.606,120,0,2.0,3.42,25.38,18.49,1
22400,13294.5,1.07,4.75,0.918,0.062,1.035,-0.372,0,32,0.791,0.863,40,1,2.0,3.83,21.94,12.07,1
22500,13294.71,0.97,2.84,0.579,-0.119,1.539,0.11,1,32,0.473,1.283,40,1,2.0,2.5,18.82,16.42,1
22600,13294.43,1.11,3.74,0.811,0.043,0.981,-0.164,0,32,0.624,0.818,151,1,2.9,4.15,19.72,12.95,1
22700,13294.43,1.04,4.49,0.72,0.02,1.172,-0.704,0,32,0.749,0.976,191,1,4.2,3.2,18.47,18.88,0
22800,13294.38,0.85,5.16,0.873,-0.176,0.683,-0.688,0,96,0.86,0.569,226,0,5.17,6.47,21.83,14.4,1
22900,13294.27,0.87,3.2,0.554,0.093,0.574,0.312,0,64,0.533,0.478,172,1,2.74,2.5,13.82,15.39,0
23000,13294.9,0.99,4.06,0.826,0.141,0.899,-0.265,1,32,0.676,0.749,113,1,4.25,2.88,15.96,8.99,0
23100,13295.26,1.07,3.38,0.7,0.38,0.901,0.041,0,32,0.564,0.751,91,0,3.66,3.5,21.43,8.33,0
23200,13295.63,1.09,4.09,0.773,0.209,0.623,-0.22,0,32,0.681,0.519,214,0,4.25,7.09,23.44,13.78,1
23300,13295.29,0.9,4.33,0.729,-0.023,1.056,-0.885,1,64,0.721,0.88,83,0,2.46,4.08,17.95,8.96,1
23400,13294.99,0.83,3.99,0.723,0.461,1.091,-0.338,1,32,0.665,0.909,81,1,3.84,2.5,18.08,10.86,0
23500,13295.17,1.25,4.83,0.671,0.087,0.342,-0.089,1,96,0.804,0.285,100,1,3.38,5.71,23.48,7.61,1
23600,13295.68,0.66,5.63,0.71,0.19,0.84,-0.265,1,96,0.938,0.7,40,1,4.9,4.88,16.94,5.04,0
23700,13295.85,1.19,3.44,0.696,0.133,1.029,-0.545,0,32,0.573,0.857,167,1,2.96,2.5,17.93,8.76,0
23800,13295.57,1.27,5.08,0.803,0.366,1.294,-0.964,0,64,0.847,1.078,116,1,4.52,5.54,18.57,7.25,1
23900,13295.94,1.18,4.07,0.76,-0.413,1.257,0.124,0,64,0.679,1.048,165,1,3.51,2.75,16.29,14.82,0
24000,13295.66,1.23,3.1,0.755,0.348,0.946,-0.024,0,32,0.517,0.789,188,0,2.0,2.57,19.88,13.94,1
24100,13295.58,1.04,3.77,0.91,-0.083,0.708,0.24,0,64,0.629,0.59,183,0,2.55,2.5,22.67,22.38,0
24200,13295.17,1.14,2.96,0.695,-0.318,0.811,0.48,0,96,0.493,0.676,140,1,2.73,4.52,11.46,14.57,1
24300,13295.11,1.52,3.38,0.817,0.047,0.756,-0.275,1,64,0.564,0.63,178,0,2.0,2.5,14.28,16.58,1
24400,13295.86,1.19,3.07,0.703,0.115,0.704,-0.766,0,96,0.512,0.587,124,0,3.03,3.38,20.24,5.02,1
24500,13295.49,1.26,2.35,0.752,0.499,1.165,0.074,1,96,0.392,0.971,149,0,2.0,4.31,21.81,10.38,1
24600,13295.39,0.9,6.46,0.713,-0.242,0.736,-0.43,1,96,1.077,0.613,191,0,5.18,3.75,21.11,11.11,0
24700,13295.57,0.93,3.3,0.824,-0.195,1.353,-0.539,0,32,0.55,1.127,50,0,5.26,2.5,12.83,6.71,0
24800,13295.8,1.1,5.08,0.551,0.471,1.405,-0.325,0,64,0.846,1.171,143,1,5.37,6.85,19.47,9.97,1
24900,13295.85,1.07,2.69,0.867,0.228,1.478,-0.07,0,32,0.449,1.232,167,1,2.0,2.5,18.44,1.0,1
25000,13296.1,1.02,2.9,0.676,0.366,1.331,-0.354,1,32,0.484,1.109,168,0,3.4,2.5,17.86,9.77,0
25100,13296.06,0.96,3.39,0.68,0.138,0.529,-0.398,0,32,0.565,0.441,209,0,3.01,3.34,24.1,23.66,1
25200,13295.73,1.23,3.77,0.871,0.002,0.178,-0.302,0,96,0.629,0.148,40,0,4.87,2.5,27.18,10.54,0
25300,13295.62,0.8,2.81,0.698,-0.321,0.392,0.264,1,32,0.468,0.327,53,0,4.17,2.5,28.78,12.08,0
25400,13295.43,0.81,3.78,0.522,-0.052,1.438,-0.618,0,32,0.63,1.198,40,0,2.47,2.5,13.21,10.85,1
25500,13294.87,1.01,4.28,0.802,-0.01,0.109,-0.974,0,32,0.714,0.091,140,1,2.99,2.5,22.51,4.53,0
25600,13294.83,1.06,4.29,0.79,0.603,0.872,-0.119,0,32,0.715,0.727,111,1,3.71,3.22,13.14,11.98,0
25700,13294.77,0.93,3.38,0.801,0.284,1.533,-0.201,0,32,0.563,1.277,69,0,2.68,2.5,19.15,3.11,0
25800,13294.73,1.07,4.99,0.751,-0.084,0.741,0.238,1,96,0.832,0.618,109,0,2.43,3.42,14.5,11.68,1
25900,13294.17,1.39,4.06,0.73,0.33,0.712,-0.51,1,96,0.676,0.593,59,1,3.02,2.5,19.01,20.87,0
26000,13294.45,0.97,4.19,0.796,0.235,0.899,-0.286,0,64,0.698,0.749,123,0,3.48,7.45,12.71,14.92,1
26100,13294.59,1.03,3.55,0.564,0.39,0.967,-0.031,0,96,0.591,0.806,84,1,3.7,3.48,18.01,7.87,0
26200,13294.49,1.19,4.14,0.686,-0.253,0.998,-0.017,0,96,0.69,0.832,67,1,4.12,5.58,23.51,14.07,1
26300,13294.16,0.82,2.67,0.837,0.296,0.308,-0.371,0,96,0.445,0.257,40,1,2.0,4.21,20.8,8.47,1
26400,13294.52,1.17,4.42,0.769,-0.07,1.291,-0.135,0,96,0.737,1.076,196,1,4.26,6.08,27.39,10.63,1
26500,13294.79,1.29,4.23,0.82,-0.058,0.943,0.19,0,96,0.705,0.786,152,1,2.0,2.5,17.76,20.22,1
26600,13294.52,0.67,3.75,0.825,0.038,0.72,-0.039,1,32,0.626,0.6,196,0,2.33,4.66,21.49,15.23,1
26700,13294.62,1.23,3.9,0.674,0.363,0.615,0.277,0,64,0.65,0.512,186,0,5.51,3.84,25.25,14.07,0
26800,13295.15,1.42,4.43,0.896,0.144,0.826,-0.343,1,96,0.738,0.688,83,0,5.04,4.46,14.12,14.09,0
26900,13294.97,1.1,4.33,0.596,0.38,1.147,0.053,0,64,0.721,0.956,40,1,5.38,7.46,13.96,1.59,1
27000,13294.51,1.45,3.77,0.709,-0.197,0.918,-0.539,0,32,0.628,0.765,147,1,3.42,2.63,23.58,14.97,0
27100,13294.2,1.12,4.31,0.769,-0.053,1.824,0.177,1,96,0.718,1.52,208,0,3.07,2.5,18.79,10.83,0
27200,13294.3,0.83,4.81,0.743,-0.002,0.943,-0.45,1,32,0.802,0.786,73,0,3.49,4.82,25.38,16.9,1
27300,13294.61,1.01,3.36,0.784,0.182,0.855,0.158,0,96,0.56,0.713,57,1,2.5,4.18,14.89,8.09,1
27400,13293.71,1.34,4.25,0.737,0.111,0.829,0.172,0,64,0.708,0.691,163,0,3.33,4.03,19.64,8.28,1
27500,13293.34,1.07,5.31,0.79,0.514,0.735,0.059,0,64,0.885,0.613,116,1,3.71,4.79,28.6,11.27,1
27600,13293.17,0.91,3.99,0.774,-0.24,1.126,-0.066,1,32,0.665,0.938,181,0,3.82,2.79,19.28,10.03,0
27700,13293.21,1.02,2.36,0.605,-0.262,0.815,-0.425,0,96,0.394,0.679,40,0,2.42,2.5,12.14,20.25,1
27800,13292.33,0.78,4.58,0.579,0.068,0.797,-0.329,0,96,0.763,0.664,40,0,4.12,3.2,21.99,7.68,0
27900,13292.32,1.09,5.71,0.77,0.017,0.857,-0.178,0,96,0.952,0.714,93,1,2.0,5.89,14.5,17.26,1
28000,13292.03,0.97,3.76,0.45,0.112,1.063,-0.661,0,32,0.627,0.886,103,1,3.85,5.9,27.1,5.33,1
28100,13292.55,1.14,3.89,0.638,0.189,0.784,0.242,1,32,0.648,0.653,153,1,2.0,5.8,19.68,3.8,1
28200,13292.47,0.87,2.52,0.712,0.092,0.764,-0.187,0,32,0.421,0.637,106,1,2.68,2.68,18.2,15.66,0
28300,13292.88,0.96,4.55,0.761,0.025,1.47,-0.562,0,32,0.758,1.225,122,0,3.27,4.33,23.73,6.86,1
28400,13293.24,0.66,4.38,0.911,0.488,1.344,-0.595,0,96,0.73,1.12,53,0,3.83,5.5,18.74,10.8,1
28500,13293.26,1.12,2.91,0.699,0.028,0.812,0.369,0,64,0.485,0.677,142,1,2.0,2.5,19.23,4.95,1
28600,13292.96,1.41,3.57,0.54,-0.239,1.177,-0.163,0,32,0.595,0.981,88,1,2.01,2.5,21.35,2.06,1
28700,13292.66,1.05,3.85,0.522,0.481,0.341,-0.692,1,32,0.642,0.284,260,1,2.64,6.08,19.5,9.76,1
28800,13292.73,1.2,3.72,0.621,0.387,0.738,-0.096,1,96,0.62,0.615,173,0,6.52,6.65,21.87,7.6,1
28900,13292.51,0.93,4.41,0.648,0.617,0.537,0.387,0,64,0.735,0.447,42,1,4.52,5.13,13.59,10.62,1
29000,13292.31,1.05,3.82,0.546,-0.045,0.9,-0.079,0,32,0.636,0.75,74,0,5.98,5.66,26.63,8.56,0
29100,13292.33,0.81,4.49,0.708,-0.002,1.06,-0.843,0,32,0.749,0.884,106,1,5.65,2.5,21.96,3.87,0
29200,13292.04,1.09,3.2,0.676,-0.131,1.097,0.061,1,64,0.534,0.914,60,1,3.41,2.5,20.1,9.81,0
29300,13292.35,0.93,5.22,0.68,-0.22,1.204,0.485,0,96,0.871,1.003,115,1,2.23,7.72,20.07,7.76,1
29400,13292.02,1.25,4.72,0.712,0.052,0.569,-0.867,1,32,0.786,0.474,167,0,2.0,2.5,27.56,9.89,1
29500,13292.19,0.77,4.26,0.717,0.05,0.962,0.152,0,96,0.71,0.802,113,1,2.74,4.19,24.03,4.76,1
29600,13292.27,1.2,4.45,0.679,-0.467,1.339,0.562,0,64,0.742,1.116,72,0,3.05,2.91,19.05,11.03,0
29700,13292.52,0.91,3.29,0.815,0.22,1.524,0.009,1,32,0.548,1.27,120,0,2.39,3.32,23.31,13.53,1
29800,13292.51,1.01,4.05,0.729,-0.199,1.246,0.135,0,96,0.676,1.039,75,0,4.76,4.89,22.42,14.22,1
29900,13291.96,0.67,3.47,0.662,-0.163,1.85,-0.233,1,32,0.579,1.542,121,0,2.62,2.5,24.27,11.34,0
30000,13291.93,1.02,2.84,0.651,0.035,1.122,-0.488,0,32,0.474,0.935,40,1,2.27,6.63,19.26,7.69,1
30100,13291.86,0.85,1.92,0.732,0.4,0.884,-0.929,0,64,0.32,0.737,107,1,2.0,3.31,28.53,11.98,1
30200,13291.92,1.03,3.37,0.669,0.497,0.864,-0.572,0,32,0.562,0.72,120,0,2.48,2.5,22.94,11.45,1
30300,13291.96,1.13,2.97,0.641,0.377,0.953,-0.197,0,32,0.495,0.794,40,1,2.0,5.96,18.69,7.4,1
30400,13292.14,0.7,2.78,0.554,0.405,0.735,-0.451,0,96,0.463,0.612,167,1,2.0,2.82,13.39,2.1,1
30500,13291.93,1.1,3.8,0.555,0.189,0.589,0.084,0,32,0.633,0.491,117,1,3.99,4.44,24.28,1.0,1
30600,13292.25,0.87,3.94,0.868,0.067,1.357,-1.05,0,32,0.657,1.131,167,1,3.75,3.64,19.18,7.22,0
30700,13292.43,1.08,3.72,0.6,-0.005,0.271,-0.139,0,96,0.62,0.225,231,1,2.44,4.01,16.64,5.4,1
30800,13292.34,0.99,4.43,0.708,0.085,1.265,0.651,1,32,0.739,1.054,260,1,5.42,7.43,20.03,9.07,1
30900,13292.75,1.02,4.39,0.754,0.11,1.524,-0.194,0,32,0.731,1.27,182,0,2.7,5.04,16.51,7.31,1
31000,13292.41,0.75,4.33,0.684,0.136,0.945,0.248,0,32,0.722,0.787,58,1,2.0,5.73,15.19,12.71,1
31100,13292.64,0.87,4.47,0.725,-0.412,0.958,-0.312,0,96,0.745,0.798,129,0,2.0,5.0,19.24,16.69,1
31200,13292.37,1.33,3.87,0.718,-0.054,0.883,-0.235,1,64,0.644,0.735,139,1,2.77,6.62,17.98,2.44,1
31300,13293.0,1.22,5.49,0.786,-0.348,1.022,-0.005,0,32,0.914,0.851,112,0,3.9,5.36,26.08,6.22,1
31400,13293.14,0.85,4.9,0.529,-0.167,1.142,-0.776,1,32,0.817,0.952,119,1,4.3,4.89,22.01,4.09,1
31500,13293.27,1.18,5.03,0.955,0.407,1.114,0.031,0,96,0.839,0.928,45,1,4.68,6.42,25.58,7.54,1
31600,13292.34,0.57,4.24,0.85,-0.064,0.681,-0.324,1,64,0.707,0.568,108,1,3.89,3.48,20.69,13.58,0
31700,13292.42,0.96,3.98,0.608,0.314,0.958,-0.528,0,64,0.663,0.798,40,1,3.5,2.5,21.48,16.43,0
31800,13292.0,1.41,2.77,0.83,0.284,1.306,0.085,1,32,0.461,1.088,94,1,2.95,2.5,25.62,18.89,0
31900,13291.36,0.83,3.21,0.787,0.046,1.393,-0.637,1,32,0.535,1.161,144,1,3.04,2.5,16.3,9.06,0
32000,13291.13,0.86,2.73,0.748,0.022,1.246,-0.166,0,64,0.456,1.038,173,1,2.7,2.5,21.87,7.56,0
32100,13291.11,1.2,6.15,0.744,-0.001,0.883,-0.182,0,96,1.026,0.736,207,1,5.3,10.55,20.43,9.01,1
32200,13290.58,0.98,2.83,0.879,-0.042,0.944,-0.266,0,32,0.472,0.786,170,0,2.0,2.5,16.83,7.93,1
32300,13291.09,1.16,3.95,0.84,0.225,1.266,-0.675,0,32,0.658,1.055,237,0,2.0,5.53,23.67,7.78,1
32400,13291.06,1.62,2.48,0.722,0.362,1.404,-0.004,1,64,0.414,1.17,77,1,4.8,3.94,22.16,14.71,0
32500,13291.2,0.91,5.07,0.951,0.531,0.521,-0.548,1,96,0.845,0.434,40,1,3.4,8.5,23.63,7.94,1
32600,13291.12,0.95,4.82,1.0,-0.056,0.793,0.397,1,64,0.803,0.661,126,1,3.38,5.76,22.85,14.78,1
32700,13291.27,1.44,5.04,0.709,-0.007,0.927,-0.402,0,32,0.841,0.773,98,1,4.91,6.89,25.38,9.58,1
32800,13291.43,0.99,4.51,0.498,-0.37,1.575,-0.246,0,32,0.752,1.313,133,0,4.1,3.03,20.95,16.89,0
32900,13292.01,1.5,4.44,0.762,0.171,0.755,-0.154,0,32,0.74,0.629,115,0,3.71,8.65,19.47,11.17,1
33000,13291.83,0.98,5.51,0.826,0.026,1.244,-0.27,1,96,0.919,1.037,202,1,5.82,5.8,20.98,10.35,0
33100,13291.94,1.05,6.59,0.982,-0.022,0.794,-0.431,0,32,1.098,0.662,153,0,6.13,7.09,22.88,10.66,1
33200,13291.45,1.25,2.9,0.729,0.589,1.673,-0.192,0,32,0.483,1.394,54,1,2.27,2.5,17.79,10.61,1
33300,13291.78,0.99,4.24,0.843,0.242,0.884,0.237,0,32,0.706,0.737,104,0,4.27,7.21,20.77,1.65,1
33400,13292.38,1.05,2.42,0.661,0.018,0.695,0.035,1,96,0.404,0.579,40,1,3.9,2.65,15.56,13.52,0
33500,13292.28,1.3,4.32,0.71,0.079,1.185,-0.131,1,32,0.719,0.987,62,0,3.03,6.25,13.09,15.08,1
33600,13291.63,0.94,3.69,0.771,0.092,1.316,-0.471,0,96,0.615,1.096,197,1,2.26,6.16,21.25,7.59,1
33700,13291.27,1.34,4.15,0.616,-0.139,1.318,-0.569,0,64,0.692,1.098,152,1,2.0,3.12,21.56,8.58,1
33800,13291.55,1.08,4.43,0.61,-0.361,1.08,-0.268,0,32,0.739,0.9,59,0,3.73,2.5,20.63,3.13,0
33900,13291.34,1.31,5.53,0.799,0.31,1.118,-0.05,0,64,0.922,0.931,157,1,3.95,4.96,27.72,14.65,1
34000,13291.23,1.09,4.45,0.673,0.231,0.973,-0.505,0,32,0.742,0.811,153,1,4.06,6.21,19.15,18.52,1
34100,13291.22,1.38,3.14,0.732,0.184,0.958,-0.488,1,32,0.523,0.798,169,1,2.0,3.87,15.85,12.28,1
34200,13291.38,1.36,2.33,0.8,0.498,1.182,0.21,1,64,0.389,0.985,161,0,2.45,2.5,23.66,12.2,1
34300,13291.35,0.57,3.17,0.752,0.255,1.058,-0.544,0,32,0.529,0.881,40,1,3.55,6.4,17.99,14.68,1
34400,13291.43,0.96,3.51,0.742,0.3,1.295,0.031,0,32,0.585,1.079,86,0,2.0,6.84,13.26,6.11,1
34500,13291.03,1.3,4.17,0.645,0.349,0.518,-0.332,0,32,0.694,0.432,127,1,4.57,4.16,22.63,9.63,0
34600,13291.11,1.25,3.31,0.513,-0.099,0.925,-0.389,0,32,0.552,0.771,159,0,6.39,2.66,25.49,9.4,0
34700,13291.14,1.12,5.15,0.535,-0.035,0.637,-0.127,0,96,0.858,0.531,162,1,4.63,4.71,19.9,11.95,1
34800,13291.38,1.22,4.69,0.769,0.427,0.859,-0.648,1,32,0.781,0.716,148,1,5.06,5.85,11.01,15.37,1
34900,13291.1,1.18,4.1,0.65,0.695,0.883,0.028,1,96,0.683,0.736,178,1,2.56,5.81,9.75,13.76,1
35000,13291.16,1.05,3.12,0.742,-0.008,0.824,-0.266,0,32,0.521,0.686,150,1,3.44,4.52,19.75,6.46,1
35100,13291.29,1.12,3.36,0.795,0.473,0.414,-0.123,0,96,0.56,0.345,100,1,2.0,6.65,12.67,10.81,1
35200,13291.82,1.12,2.93,0.824,0.186,1.028,-0.164,0,32,0.489,0.857,151,1,2.63,2.5,20.93,7.29,0
35300,13292.02,1.38,3.1,0.89,0.414,1.134,-0.046,0,32,0.516,0.945,90,0,3.39,3.51,21.95,5.23,1
35400,13292.13,1.15,3.53,0.833,-0.021,1.53,-0.396,1,32,0.588,1.275,81,0,4.83,2.5,20.4,11.97,0
35500,13292.17,0.98,5.81,0.842,0.038,1.004,0.575,0,96,0.969,0.836,88,1,5.14,5.32,17.02,10.24,1
35600,13292.21,0.99,4.17,0.623,0.373,0.692,-0.382,1,32,0.695,0.577,117,1,4.38,6.23,17.96,5.19,1
35700,13292.27,0.99,2.8,0.8,0.303,0.719,-0.261,0,32,0.467,0.599,99,1,2.0,2.5,19.03,6.14,1
35800,13292.12,1.09,3.64,0.804,0.311,0.921,-0.684,0,32,0.607,0.767,40,1,3.71,3.88,18.65,1.0,1
35900,13291.64,1.09,3.5,0.7,0.423,0.422,-0.219,1,32,0.583,0.352,198,1,5.32,3.04,16.62,14.71,0
