timestamp_ms,mid_price,spread_ticks,order_latency_ms,fill_ratio,imbalance,micro_vol,pnl_ticks,err_inc,cause,mu_norm,sg_norm,success_window_ms,recovered_within_target,gateway_primary_latency_ms,gateway_secondary_latency_ms,queue_depth_primary,queue_depth_secondary,active_primary
20200,4049.49,3.42,14.72,0.262,0.172,2.741,-1.011,2,2,2.539,2.285,206,0,20.96,6.89,12.13,8.68,0
20300,4049.41,2.7,8.76,0.322,-0.459,2.844,-0.675,2,34,1.689,2.37,425,0,9.5,5.52,7.99,2.31,0
20400,4048.87,6.25,12.43,0.263,-0.5,3.248,-0.534,1,32,2.322,2.707,233,1,15.96,7.88,16.8,8.84,0
20500,4048.95,4.39,8.72,0.159,-0.499,2.869,-0.359,2,32,1.702,2.391,329,0,10.95,2.5,19.09,23.2,0
20600,4049.03,4.48,10.02,0.078,-0.988,3.087,-0.646,1,128,2.164,2.573,298,0,11.68,4.49,15.32,15.38,0
20700,4049.25,4.38,11.6,0.321,-0.766,2.973,0.24,2,162,2.316,2.477,197,1,13.34,8.0,12.19,20.78,0
20800,4049.41,3.3,12.74,0.303,-0.877,2.031,-0.276,2,34,2.562,1.693,120,0,14.94,6.84,8.68,15.07,0
20900,4049.24,3.61,6.72,0.141,-0.721,3.397,-0.952,1,160,1.481,2.831,251,0,8.71,5.71,11.83,10.09,0
21000,4049.23,3.22,10.06,0.187,-0.502,3.672,-0.355,2,160,1.927,3.06,267,1,10.75,5.63,18.8,26.02,0
21100,4049.38,3.28,15.72,0.275,-0.504,3.47,-1.041,1,32,2.873,2.892,321,0,18.97,7.27,21.42,9.46,0
21200,4049.18,2.16,6.44,0.136,-0.691,3.113,-1.098,2,34,1.419,2.594,369,0,7.99,2.5,12.84,13.59,0
21300,4049.08,4.64,13.23,0.245,-0.16,3.421,-0.023,1,162,2.286,2.851,352,0,16.37,7.71,13.05,16.29,0
21400,4049.15,2.79,17.79,0.266,-0.428,1.644,-1.299,2,162,3.179,1.37,246,0,22.79,11.39,10.53,16.34,0
21500,4049.22,3.15,9.71,0.178,-0.607,2.571,-0.985,2,162,1.923,2.143,378,0,13.85,3.31,16.73,8.29,0
21600,4049.19,3.88,12.73,0.332,-0.059,2.069,-0.379,1,34,2.151,1.724,212,0,15.91,6.56,16.56,21.29,0
21700,4049.13,2.87,11.2,0.405,-0.591,3.68,-0.08,2,162,2.162,3.067,203,0,15.36,7.93,16.06,10.44,0
21800,4049.56,3.59,14.1,0.145,-0.081,3.28,-0.31,2,32,2.39,2.733,274,1,16.04,6.56,19.73,7.64,0
21900,4049.65,3.57,9.69,0.266,-1.0,2.12,-0.207,2,34,2.116,1.767,120,0,12.46,8.22,21.75,14.2,0
22000,4049.59,4.48,15.21,0.26,-0.693,2.564,-0.967,2,32,2.881,2.136,128,0,20.09,7.05,11.01,14.51,0
22100,4049.21,4.4,10.76,0.046,-0.617,1.532,-0.103,2,34,2.102,1.277,218,0,12.47,7.36,11.14,14.67,0
22200,4049.28,1.82,11.76,0.367,-0.6,3.551,-1.113,2,162,2.26,2.959,203,0,16.7,5.14,13.64,14.18,0
22300,4049.21,3.43,9.14,0.016,-1.0,4.199,0.025,1,160,2.023,3.5,506,0,12.26,5.68,17.8,15.3,0
22400,4049.07,4.2,11.6,0.231,-0.733,3.944,-0.788,1,34,2.3,3.287,200,1,14.82,5.96,14.44,12.89,0
22500,4049.39,3.2,8.27,0.257,-0.862,2.683,-0.591,1,34,1.809,2.236,331,0,9.08,5.87,11.18,23.12,0
22600,4049.44,3.2,11.29,0.33,-0.455,1.892,-1.211,2,162,2.109,1.577,237,0,14.64,6.78,8.56,10.91,0
22700,4049.51,2.85,7.99,0.287,-0.317,2.58,-0.271,1,32,1.49,2.15,300,1,9.43,4.72,6.73,16.94,0
22800,4049.5,4.79,11.03,0.18,-0.669,3.242,-1.003,1,32,2.173,2.701,290,0,12.81,8.03,18.12,13.0,0
22900,4049.33,5.03,15.57,0.171,-0.658,3.074,-0.517,2,162,2.925,2.562,406,1,19.75,6.57,12.15,15.01,0
23000,4049.19,3.65,14.19,0.384,-0.66,1.957,0.181,0,34,2.695,1.631,120,1,17.38,6.33,11.33,11.82,0
23100,4049.3,3.49,11.17,0.204,-0.261,1.425,-0.639,0,32,1.991,1.188,211,0,12.68,5.76,6.88,13.12,0
23200,4049.53,3.56,8.52,0.371,-0.793,2.403,-0.863,2,34,1.816,2.002,249,0,11.14,6.75,7.99,15.6,0
23300,4049.73,4.05,15.06,0.231,-0.75,2.412,-0.027,2,34,2.886,2.01,354,0,19.02,9.18,19.94,6.39,0
23400,4049.4,4.06,13.02,0.374,-0.695,4.109,-0.662,1,34,2.517,3.424,160,1,15.17,6.01,19.71,15.41,0
23500,4049.43,2.87,8.79,0.142,-0.49,3.858,-1.191,2,34,1.71,3.215,384,0,11.62,9.41,17.69,4.85,0
23600,4049.32,2.53,12.64,0.406,-0.695,3.278,-0.235,2,32,2.453,2.731,360,0,13.78,5.2,16.19,15.11,0
23700,4049.77,2.7,13.77,0.363,-0.611,3.854,-0.833,1,162,2.601,3.212,274,0,16.09,8.1,10.03,17.35,0
23800,4049.37,4.77,16.96,0.159,0.413,3.304,-0.92,2,32,3.033,2.753,248,0,20.73,11.85,16.39,10.5,0
23900,4049.22,4.87,11.11,0.023,-0.879,3.574,-1.432,1,162,2.29,2.978,283,0,11.62,5.21,12.56,9.33,0
24000,4049.22,4.17,6.82,0.355,-0.661,3.532,-0.132,1,34,1.467,2.943,430,0,8.62,2.55,16.24,19.84,0
24100,4049.44,3.71,10.85,0.255,-0.555,4.115,-0.32,1,34,2.085,3.43,273,0,14.39,5.66,23.98,19.21,0
24200,4049.38,2.59,15.98,0.239,-0.196,2.744,-0.009,2,162,2.762,2.286,294,0,19.03,12.54,19.86,13.59,0
24300,4049.43,3.12,11.63,0.191,-0.913,1.894,-0.298,1,34,2.394,1.578,250,0,15.1,4.32,18.46,7.46,0
24400,4049.2,3.65,14.17,0.28,-0.488,1.583,-0.607,1,128,2.606,1.319,145,0,17.89,9.27,19.3,8.23,0
24500,4049.28,2.25,14.05,0.244,-0.721,3.912,-0.61,2,32,2.702,3.26,349,0,17.7,3.75,15.13,15.52,0
24600,4049.27,3.37,10.24,0.377,-0.688,3.595,-1.452,2,130,2.051,2.996,268,0,11.97,5.36,22.63,7.14,0
24700,4049.19,1.22,11.86,0.384,-0.601,2.878,-0.266,1,32,2.276,2.399,297,1,14.28,5.11,14.12,8.28,0
24800,4049.28,4.47,15.18,0.235,-0.02,2.323,-0.116,1,34,2.54,1.936,204,0,18.2,8.99,15.72,17.28,0
24900,4049.06,3.07,14.59,0.32,-0.695,1.975,-1.126,2,34,2.779,1.645,308,0,19.01,8.54,16.97,18.12,0
25000,4049.44,3.64,13.29,0.439,-0.524,3.63,-0.86,1,160,2.477,3.025,273,0,16.64,4.65,16.83,20.19,0
25100,4049.37,3.54,12.91,0.086,-0.633,3.32,0.019,1,34,2.468,2.767,421,1,16.87,7.73,14.36,5.07,0
25200,4049.7,5.08,7.76,0.358,-0.223,2.717,-0.93,1,34,1.405,2.264,196,1,9.81,4.09,22.92,21.88,0
25300,4049.93,3.88,14.87,0.27,-0.783,4.221,-0.624,1,34,2.869,3.518,242,0,18.94,10.34,22.75,10.75,0
25400,4049.96,3.06,7.58,0.383,-1.0,2.036,-1.019,1,34,1.763,1.697,378,0,9.19,6.47,16.37,9.79,0
25500,4049.92,3.05,15.65,0.157,-0.227,2.458,-0.048,2,34,2.722,2.048,291,1,19.6,8.54,27.57,23.02,0
25600,4049.84,2.72,11.07,0.146,-0.128,4.373,-0.703,2,34,1.909,3.645,263,0,14.69,6.05,12.54,13.41,0
25700,4050.05,2.7,11.4,0.494,-0.215,3.504,-1.0,1,32,2.008,2.92,350,0,14.54,5.08,11.13,8.89,0
25800,4050.16,2.83,12.83,0.116,-0.329,2.134,-0.263,1,162,2.303,1.778,160,0,15.6,6.92,12.0,14.2,0
25900,4050.26,5.48,14.95,0.24,-1.0,4.271,-0.577,1,160,2.992,3.559,446,0,19.91,9.5,16.41,17.89,0
26000,4049.97,3.74,14.29,0.166,-0.537,2.338,-0.663,2,160,2.65,1.949,289,0,17.11,11.24,16.85,14.63,0
26100,4049.86,3.43,13.07,0.274,-1.0,1.604,-1.266,2,32,2.678,1.336,312,0,16.57,9.29,18.22,10.47,0
26200,4049.8,3.9,14.26,0.372,-0.038,3.364,-0.76,2,34,2.396,2.803,244,0,18.47,8.37,16.85,15.43,0
26300,4049.83,4.13,13.43,0.289,-0.171,2.556,-0.897,2,34,2.324,2.13,259,0,17.55,5.82,13.92,14.17,0
26400,4049.86,4.74,12.2,0.491,-0.658,2.789,-0.661,2,162,2.363,2.324,258,0,17.02,8.33,13.4,16.34,0
26500,4049.63,4.16,14.69,0.405,-0.707,2.416,-0.879,1,32,2.802,2.013,317,1,16.88,8.53,19.12,9.58,0
26600,4050.06,3.32,10.47,0.129,-0.876,2.127,-0.68,1,32,2.184,1.773,289,1,12.6,4.46,9.08,10.17,0
26700,4049.9,2.25,12.78,0.209,0.122,2.826,-1.236,2,34,2.191,2.355,238,1,14.12,5.7,18.83,13.92,0
26800,4049.89,4.12,12.45,0.402,-0.655,2.761,-0.963,0,130,2.402,2.301,330,0,17.28,7.31,13.26,8.28,0
26900,4050.08,4.25,8.15,0.247,-0.803,2.206,-1.561,2,34,1.759,1.838,327,1,9.69,3.3,8.29,12.28,0
27000,4050.25,3.77,12.92,0.246,-0.539,3.424,-0.421,1,34,2.423,2.854,350,0,14.82,7.75,13.07,16.11,0
27100,4050.24,3.68,3.67,0.3,-1.0,3.36,-1.037,2,2,1.111,2.8,286,0,3.62,3.65,24.31,7.6,1
27200,4050.57,3.86,11.29,0.295,-0.651,3.3,-1.362,2,34,2.207,2.75,221,0,15.66,7.5,18.75,10.51,0
27300,4050.86,2.79,11.86,0.324,-0.526,3.068,-1.114,1,160,2.239,2.557,193,0,15.9,3.99,15.57,9.73,0
27400,4051.34,2.55,18.42,0.405,-0.565,2.389,-0.186,1,34,3.352,1.991,217,0,23.47,11.16,18.75,11.9,0
27500,4052.02,3.66,9.67,0.329,-0.656,3.499,-0.847,1,162,1.94,2.916,204,0,9.11,3.55,16.72,12.39,0
27600,4051.77,3.71,11.66,0.5,-1.0,1.874,-0.405,1,162,2.443,1.562,243,0,13.18,9.6,16.4,16.87,0
27700,4051.4,3.3,15.27,0.0,-0.533,1.618,-0.287,1,162,2.812,1.348,176,0,20.05,11.82,12.1,18.93,0
27800,4051.58,2.87,12.68,0.121,-0.479,1.448,-0.44,1,162,2.352,1.207,248,1,13.52,4.3,12.35,13.51,0
27900,4051.74,4.78,13.07,0.44,0.229,3.447,-0.409,1,34,2.293,2.872,438,0,16.79,5.79,9.18,13.49,0
28000,4051.75,4.32,10.05,0.323,-0.47,3.019,-0.677,2,32,1.91,2.516,252,0,13.2,7.82,13.89,11.57,0
28100,4051.39,2.75,13.49,0.59,-0.565,2.287,-0.685,1,162,2.531,1.906,166,1,18.14,6.54,11.86,13.35,0
28200,4051.17,3.02,11.51,0.147,-0.665,3.393,-0.156,1,162,2.251,2.828,263,0,14.14,4.04,15.35,11.28,0
28300,4050.97,2.63,14.41,0.253,-0.885,2.777,-0.449,2,32,2.844,2.314,216,0,19.27,9.26,13.84,6.18,0
28400,4051.46,3.57,12.99,0.27,-0.512,1.922,-0.74,0,34,2.421,1.602,249,1,17.22,10.67,17.23,9.28,0
28500,4051.64,5.55,10.55,0.355,-0.249,3.04,-0.618,2,162,1.883,2.533,244,1,13.65,4.88,12.56,18.0,0
28600,4051.55,2.8,7.43,0.092,-0.471,3.088,-0.557,0,34,1.474,2.573,202,1,6.77,4.05,12.3,15.12,0
28700,4051.61,2.61,12.4,0.075,-1.0,1.881,-0.789,1,34,2.567,1.567,163,0,15.22,8.72,12.46,14.63,0
28800,4051.73,4.55,11.91,0.3,-0.503,2.911,-0.58,2,34,2.237,2.426,354,0,15.21,5.21,15.19,12.76,0
28900,4051.79,4.9,13.71,0.32,-0.69,2.893,-0.839,2,32,2.629,2.411,241,1,17.4,6.58,15.66,11.12,0
29000,4052.18,3.08,9.43,0.407,-0.448,2.284,-0.322,2,34,1.796,1.903,174,1,9.69,7.8,15.32,12.34,0
29100,4052.17,3.22,13.88,0.161,-0.588,2.357,-0.723,0,162,2.607,1.964,334,1,17.73,12.02,13.51,14.7,0
29200,4052.28,2.78,9.11,0.383,-0.559,2.499,0.177,1,34,1.797,2.083,446,0,10.5,3.15,12.16,14.25,0
29300,4052.26,2.12,13.53,0.242,-0.141,2.33,-1.415,1,34,2.325,1.942,214,1,15.27,6.64,12.42,18.68,0
29400,4052.55,3.86,13.42,0.35,-0.332,3.734,-0.444,1,130,2.403,3.112,303,1,13.45,6.71,12.09,8.76,0
29500,4052.7,4.14,9.81,0.363,-0.342,2.921,-1.483,2,32,1.806,2.434,318,0,12.71,2.5,21.52,11.91,0
29600,4052.82,3.41,3.76,0.289,-0.345,2.758,-0.851,1,160,0.799,2.298,314,0,2.4,2.5,17.91,13.98,1
29700,4052.46,3.76,12.34,0.195,-0.471,2.766,0.232,2,130,2.292,2.305,239,0,16.34,7.17,15.47,8.51,0
29800,4052.58,3.67,10.21,0.281,-0.391,2.385,-0.931,2,34,1.897,1.987,120,0,9.94,6.41,17.17,11.72,0
29900,4052.35,3.09,13.41,0.493,-0.8,3.042,-0.231,1,34,2.635,2.535,175,0,16.17,6.93,20.1,12.99,0
30000,4052.64,4.3,10.67,0.477,-0.46,2.196,-0.453,1,160,2.008,1.83,357,0,15.35,3.53,14.17,15.36,0
30100,4052.31,2.77,13.33,0.335,-0.145,3.905,-0.39,2,34,2.294,3.254,448,0,17.49,6.53,16.03,14.49,0
30200,4052.39,4.15,14.53,0.253,-0.51,2.578,-0.534,1,34,2.676,2.148,294,0,17.67,6.3,19.09,18.94,0
30300,4052.54,3.32,10.7,0.31,-0.305,3.698,-0.313,2,162,1.936,3.082,246,0,14.68,9.21,16.77,4.89,0
30400,4052.84,4.64,12.84,0.016,-0.302,4.47,0.07,1,34,2.29,3.725,337,1,14.95,5.96,15.05,6.98,0
30500,4052.91,4.07,10.79,0.245,-0.566,1.806,-0.684,1,32,2.081,1.505,344,0,14.27,4.09,16.57,18.92,0
30600,4053.06,2.73,14.81,0.462,-0.494,2.08,-0.389,1,130,2.716,1.733,167,0,17.54,8.47,17.54,7.59,0
30700,4053.0,2.58,13.81,0.433,-0.373,3.026,-0.18,2,34,2.488,2.521,265,0,19.97,6.68,18.25,21.34,0
30800,4052.87,2.63,8.07,0.299,-0.225,3.694,-0.977,2,34,1.458,3.078,388,0,11.66,5.24,17.96,9.51,0
30900,4052.94,2.69,13.55,0.331,-0.677,4.446,-0.974,0,34,2.597,3.705,292,1,16.1,8.35,15.77,22.52,0
31000,4052.47,3.41,12.82,0.314,-0.215,2.373,-1.891,1,162,2.245,1.978,372,0,17.91,6.97,11.92,11.82,0
31100,4052.5,4.18,16.02,0.148,-0.693,3.129,-0.751,1,34,3.016,2.607,297,1,20.55,5.23,10.97,7.79,0
31200,4052.75,6.91,12.32,0.397,-0.871,2.346,-1.002,2,34,2.488,1.955,293,0,14.77,9.22,19.63,17.05,0
31300,4052.59,3.09,11.59,0.202,-1.0,2.253,-0.783,1,34,2.432,1.877,188,0,14.99,7.31,18.12,12.96,0
31400,4052.61,2.97,11.25,0.143,-0.253,4.181,-0.742,2,162,2.001,3.484,255,0,12.43,5.73,21.96,16.94,0
31500,4052.83,3.11,11.03,0.225,-0.552,1.54,0.047,2,34,2.114,1.284,347,0,11.9,5.87,15.04,16.62,0
31600,4052.7,2.78,11.97,0.15,-0.83,1.696,0.086,2,32,2.41,1.413,206,1,14.04,7.82,16.29,19.37,0
31700,4052.88,3.37,8.85,0.461,-0.829,3.632,-1.623,2,162,1.889,3.027,387,1,13.01,2.5,7.43,17.18,0
31800,4052.97,3.54,9.39,0.329,-0.825,3.063,-0.826,3,34,1.978,2.553,120,0,11.55,5.1,19.09,11.46,0
31900,4053.02,3.26,13.14,0.079,-0.547,2.771,-0.337,1,34,2.463,2.309,344,0,17.48,6.37,11.13,28.25,0
32000,4052.6,4.22,13.22,0.294,-0.658,2.343,-0.69,1,162,2.533,1.952,210,1,18.39,6.83,10.38,14.37,0
32100,4052.45,3.34,9.93,0.289,-0.932,2.809,-0.263,2,34,2.121,2.341,330,0,14.57,8.44,9.61,8.25,0
32200,4052.36,4.2,12.18,0.272,-0.616,1.346,-0.653,1,34,2.339,1.122,347,0,16.29,4.34,19.57,4.58,0
32300,4052.49,3.11,10.47,0.257,-0.555,2.283,-1.376,1,32,2.022,1.902,229,0,13.27,4.99,17.92,13.71,0
32400,4052.32,4.71,13.12,0.211,-0.891,2.829,-1.172,2,34,2.633,2.358,163,1,17.43,8.42,14.57,21.49,0
32500,4052.31,2.02,10.61,0.091,-1.0,2.453,-0.822,1,34,2.268,2.044,368,0,14.82,5.98,17.64,15.43,0
32600,4052.23,3.03,9.06,0.396,-0.495,3.26,-0.311,1,130,1.758,2.717,351,0,11.38,2.5,8.1,18.18,0
32700,4052.16,3.62,9.47,0.348,-0.205,2.475,-1.228,1,162,1.681,2.062,363,0,12.18,8.66,25.0,11.6,0
32800,4052.45,3.79,9.37,0.006,-0.663,2.107,-0.471,1,160,1.894,1.756,245,0,12.61,5.2,16.23,10.94,0
32900,4052.61,1.88,8.36,0.148,-0.498,2.572,-0.779,1,32,1.643,2.143,398,1,9.91,5.55,18.04,19.96,0
33000,4052.63,2.64,12.72,0.41,-0.179,1.895,-0.976,0,34,2.21,1.579,186,0,19.06,5.57,9.99,19.06,0
33100,4052.56,3.23,10.59,0.19,-0.475,2.637,-0.538,1,130,2.002,2.197,222,0,12.1,3.7,17.61,13.94,0
33200,4052.64,3.21,16.34,0.393,-0.414,3.126,-1.063,2,32,2.93,2.605,224,0,21.4,9.99,27.53,5.29,0
33300,4052.54,4.34,15.95,0.169,-0.223,2.265,-0.7,0,162,2.769,1.887,396,0,21.83,7.2,18.14,10.0,0
33400,4052.87,3.32,16.44,0.266,-0.525,4.305,-0.109,1,34,3.003,3.588,295,0,19.81,8.95,16.99,20.91,0
33500,4052.76,3.52,12.73,0.139,-0.248,2.9,-0.722,1,32,2.245,2.417,194,0,15.29,7.57,11.14,19.24,0
33600,4052.89,5.45,9.23,0.389,-0.483,2.539,-0.008,1,34,1.779,2.116,186,0,12.84,6.31,19.2,20.06,0
33700,4052.95,3.36,13.04,0.376,-0.543,2.085,0.094,1,32,2.444,1.737,403,0,16.09,7.54,11.85,13.53,0
33800,4053.13,3.55,9.28,0.077,-0.634,2.951,-1.07,1,34,1.863,2.459,229,1,13.58,5.09,20.33,17.33,0
33900,4053.01,2.89,13.13,0.314,0.267,3.854,-0.158,1,162,2.322,3.212,212,0,15.49,10.4,14.38,9.55,0
34000,4053.07,3.97,10.74,0.243,-0.622,4.273,-0.322,3,162,2.101,3.561,159,0,14.2,3.61,16.36,20.61,0
34100,4053.38,5.06,13.67,0.459,-0.166,3.015,-0.227,2,32,2.361,2.513,435,0,16.04,6.46,11.37,3.94,0
34200,4053.21,2.51,11.26,0.339,-0.421,3.253,-0.291,1,34,2.088,2.711,285,0,14.54,6.21,12.63,13.98,0
34300,4053.2,2.87,7.72,0.277,-0.774,2.795,-0.736,2,34,1.674,2.329,289,0,9.81,7.29,13.82,11.35,0
34400,4053.23,3.16,14.52,0.219,-0.461,4.801,-0.794,1,34,2.65,4.001,464,1,17.05,8.49,13.14,17.82,0
34500,4053.22,2.86,12.98,0.346,-0.692,2.734,-0.835,2,162,2.508,2.278,123,0,15.11,8.77,16.38,8.57,0
34600,4053.34,2.45,12.17,0.275,-0.468,2.4,-1.204,1,32,2.263,2.0,389,0,14.4,5.38,16.29,12.98,0
34700,4053.58,3.87,13.03,0.221,-0.424,1.897,-1.11,3,32,2.383,1.581,383,1,18.86,7.47,18.1,18.87,0
34800,4053.32,3.45,13.91,0.333,-1.0,2.986,-1.145,0,34,2.818,2.488,327,0,18.31,8.34,14.64,16.84,0
34900,4053.13,2.77,16.54,0.331,-0.3,3.227,-0.719,2,160,2.906,2.69,173,0,20.29,8.58,23.04,12.61,0
35000,4053.14,4.43,11.28,0.344,-0.94,3.992,-1.188,1,34,2.351,3.326,120,1,12.92,8.03,12.06,12.19,0
35100,4052.98,3.33,12.37,0.273,-0.337,2.85,-0.448,2,162,2.23,2.375,258,1,15.74,8.57,16.4,14.63,0
35200,4052.91,2.31,11.73,0.153,-0.79,1.86,-0.446,1,34,2.35,1.55,357,0,12.93,8.11,23.21,8.06,0
35300,4053.03,1.87,9.2,0.286,-0.749,1.971,0.144,1,34,1.908,1.642,327,0,9.4,6.77,11.87,10.42,0
35400,4053.47,3.19,13.22,0.331,-0.564,2.804,-0.415,2,34,2.485,2.337,428,1,16.56,4.08,14.41,12.99,0
35500,4053.49,3.99,11.29,0.383,-0.368,2.448,-0.036,1,34,2.065,2.04,276,0,13.1,8.93,14.66,24.33,0
35600,4052.92,2.59,12.01,0.384,-0.527,3.683,-0.253,1,34,2.266,3.069,240,0,14.91,7.72,13.1,7.71,0
35700,4052.61,3.38,13.52,0.409,-0.912,2.658,-0.712,2,34,2.709,2.215,311,0,16.81,7.2,23.07,15.11,0
35800,4052.27,3.85,8.64,0.206,0.105,2.944,-1.366,0,32,1.492,2.454,297,0,12.47,6.58,10.16,11.93,0
35900,4052.44,2.87,14.99,0.079,-0.117,2.973,-0.617,2,34,2.558,2.478,353,1,19.34,7.32,13.49,19.6,0
